영화관명,브랜드명,영업상태명,영화관지역명,광역단체,기초단체,번지명,도로명,x(epsg5174),y(epsg5174),lat_wgs84,lon_wgs84
신촌,메가박스,영업,서울,서울특별시,서대문구,서울특별시 서대문구 신촌동 74-12 5층,"서울특별시 서대문구 신촌역로 30 (신촌동,5층)",194798.4584,450837.0517,37.5598241279561,126.942386979371
이수,메가박스,영업,서울,서울특별시,동작구,서울특별시 동작구 사당동 147-53 골든씨네마 7층,"서울특별시 동작구 동작대로 89 (사당동,골든씨네마 7층)",198295.8433,442507.6991,37.4846140265703,126.981665713772
창동,메가박스,영업,서울,서울특별시,도봉구,서울특별시 도봉구 창동 715-14,서울특별시 도봉구 도봉로 558 (창동),203351.8658,461358.4054,37.6546022496976,127.038732219793
코엑스,메가박스,영업,서울,서울특별시,강남구,서울특별시 강남구 삼성동 159-0번지,서울특별시 강남구 영동대로 511  (삼성동),205130.5917,445590.0968,37.510356849269,127.061023782931
픽쳐하우스,메가박스,영업,서울,서울특별시,강남구,서울 강남구 신사동 532-1,서울특별시 강남구 압구정로10길 9,201946.5,447057.8,37.5229874921731,127.022023606066
홍대,메가박스,영업,서울,서울특별시,마포구,서울특별시 마포구 동교동 160-4 아일렉스,"서울특별시 마포구 양화로 147, 아일렉스 7층 (동교동)",193046.5347,450424.5645,37.5560502523992,126.922054509333
화곡,메가박스,영업,서울,서울특별시,강서구,"서울특별시 강서구 화곡동 1073-10 메가박스(주) 화곡점 401,501호","서울특별시 강서구 화곡로 142, 401,501호 (화곡동, 메가박스(주)화곡점)",185574.9372,448716.2747,,
artnine,메가박스,영업,서울,서울특별시,동작구,서울특별시 동작구 사당동 147-53 골든씨네마 7층,서울특별시 동작구 사당동 동작대로 89 골든시네마타워 12층,198295.8433,442507.6991,37.4846140265703,126.981665713772
고양스타필드,메가박스,영업,경기,경기도,고양시,경기도 고양시 덕양구 동산동 370,"경기도 고양시 덕양구 고양대로 1955, 4,5층 (동산동, 스타필드고양)",190645.3143,460528.948,,
광명ak플라자,메가박스,영업,경기,경기도,광명시,경기도 광명시 일직동 512-3,경기도 광명시 양지로 17,189553.04709116425,435201.32134003774,37.4186807426269,126.882889721167
광명소하,메가박스,영업,경기,경기도,광명시,경기 광명시 소하동 1344,경기도 광명시 소하로 190,190522.1028717247,438199.33037078014,37.4455277787107,126.893964438219
금정ak플라자,메가박스,영업,경기,경기도,군포시,경기도 군포시 금정동 916 힐스테이트 금정역,"경기도 군포시 엘에스로 143, 지하1층~지상2층 (금정동, 힐스테이트 금정역)",195045.8402,430029.8757,37.3728500250826,126.944923276711
김포한강신도시,메가박스,영업,경기,경기도,김포시,경기도 김포시 구래동 6882-4 두원타워,"경기도 김포시 김포한강9로75번길 180 (구래동, 두원타워)",166791.2816,460351.2984,37.6449161667142,126.624480283456
남양주,메가박스,영업,경기,경기도,남양주시,경기도 남양주시 다산동 6141 현대프리미엄아울렛 SPACE1 3~5층,"경기도 남양주시 다산순환로 50, 현대프리미엄아울렛 SPACE1 3~5층 (다산동)",213261.59396797777,457164.0184882617,37.616257926116,127.152429100255
남양주현대아울렛스페이스원,메가박스,영업,경기,경기도,남양주시,경기도 남양주시 다산동 6141 현대프리미엄아울렛 SPACE1 3~5층,"경기도 남양주시 다산순환로 50, 현대프리미엄아울렛 SPACE1 3~5층 (다산동)",213414.2656,457095.53,37.616257926116,127.152429100255
동탄,메가박스,영업,경기,경기도,화성시,경기도 화성시 반송동 93-2,경기도 화성시 동탄지성로 11 (반송동),208046.803912504,410757.33036850113,37.2045186774952,127.07278351769
동탄역,메가박스,영업,경기,경기도,오산시,경기도 화성시 오산동 979,"경기도 화성시 동탄오산로 29, 지하1층,지하2층 (오산동)",208019.2482,410797.9477,37.1993103412943,127.090189650458
미사강변(하남종합운동장),메가박스,영업,경기,경기도,하남시,경기도 하남시 망월동 1079-2 성산타워,"경기도 하남시 미사강변중앙로 218, 성산타워 5층 (망월동)",216684.3408,451585.5711,37.5663997052476,127.189662083174
백석벨라시타,메가박스,영업,경기,경기도,고양시,경기도 고양시 일산동구 백석동 1237 일산 요진 와이시티,"경기도 고양시 일산동구 강송로 33, 1,2층 (백석동, 일산 요진 와이시티)",181637.1892,460029.0134,,
별내,메가박스,영업,경기,경기도,남양주시,경기도 남양주시 별내동 936-4 황산빌딩 6층,"경기도 남양주시 두물로 19 (별내동, 황산빌딩 6층)",211100.7801,461499.2581,37.6558175280706,127.12661733799
부천스타필드시티,메가박스,영업,경기,경기도,부천시,경기도 부천시 소사구 옥길동 768 스타필드시티 부천,"경기도 부천시 소사구 옥길로 1, 스타필드시티 부천 4-5층 (옥길동)",183469.3677,439944.2232,37.4615202479021,126.813940279533
분당,메가박스,영업,경기,경기도,성남시,경기도 성남시 분당구 서현동 262-2,"경기도 성남시 분당구 황새울로 332 (서현동, 씨네프라자)",210762.7525,431501.4476,37.3855304250026,127.12232991121
성남모란,메가박스,영업,경기,경기도,성남시,경기도 성남시 중원구 성남동 3499 9층,"경기도 성남시 중원구 성남대로 1136, 9층 (성남동)",211415.2468,436591.6391,37.4313134671726,127.129779545416
수원,메가박스,영업,경기,경기도,수원시,"경기도 수원시 권선구 권선동 1189 터미널동, 할인점동","경기도 수원시 권선구 경수대로 270, 터미널동, 할인점동 4층 (권선동)",199102.8906167351,420598.15097514295,37.2505144677203,127.019638678088
수원ak플라자(수원역),메가박스,영업,경기,경기도,수원시,경기도 수원시 팔달구 매산로1가 18 수원역사6층,경기도 수원시 팔달구 덕영대로 924 (매산로1가),199920.1947,418246.9271,37.2655920786365,127.000179930083
수원남문,메가박스,영업,경기,경기도,수원시,경기도 수원시 팔달구 팔달로3가 84-5,"경기도 수원시 팔달구 행궁로 71, 2층 (팔달로3가)",201340.8887,419369.9888,37.2762547427495,127.015898094976
수원스타필드,메가박스,영업,경기,경기도,수원시,경기도 수원시 장안구 정자동 111-14,"경기도 수원시 장안구 수성로 175, 스타필드수원 7층 7100호 (정자동)",199102.8906167351,420598.15097514295,37.2874453391147,126.991574559571
수원인계,메가박스,영업,경기,경기도,수원시,경기도 수원시 팔달구 인계동 1125-1,"경기도 수원시 팔달구 효원로 278, 파비오더씨타 (인계동)",202789.2867,417668.605,37.2610199796381,127.03244509152
수원호메실,메가박스,휴관,경기,경기도,수원시,경기도 수원시 권선구 호매실동 1397-2,"경기도 수원시 권선구 호매실동 호매실로90번길 76, 아진스퀘어 7~8층",0.0,0.0,37.2587666287608,126.964341436964
시흥배곧,메가박스,영업,경기,경기도,시흥시,경기도 시흥시 정왕동 2514-1번지 M-플러스 7-8F,"경기도 시흥시 배곧3로 96 (정왕동, M-플러스 7-8F)",176020.2711517625,429797.3821648286,37.3698180111966,126.730011406139
시흥정왕,메가박스,영업,경기,경기도,시흥시,경기 시흥시 정왕동 1734-2,경기도 시흥시 정왕대로 210,176606.71389597206,427140.1610961652,37.3459359611744,126.736881951559
안산중앙,메가박스,영업,경기,경기도,안산시,경기도 안산시 단원구 고잔동 535-1,경기도 안산시 단원구 고잔2길 41 (고잔동),185360.9775,424005.7102,37.317942945143,126.835643311386
안성스타필드,메가박스,영업,경기,경기도,안성시,경기도 안성시 공도읍 진사리 354 스타필드 안성,"경기도 안성시 공도읍 서동대로 3930-39, 스타필드 안성 3층",217878.7835927997,390937.000374145,36.9946334108693,127.147249620616
용인테크노벨리,메가박스,영업,경기,경기도,용인시,경기도 용인시 기흥구 청덕동 556번지 용인테크노밸리,"경기도 용인시 기흥구 구성로 357, 용인테크노밸리 지하1층 (청덕동)",213057.9276,421057.2355,37.2912790495699,127.148124284585
의정부민락,메가박스,영업,경기,경기도,의정부시,경기도 의정부시 민락동 메가타워 메가박스 5~8층,경기도 의정부시 오목로205번길 55 (민락동),208369.7296,471489.4297,37.7457602694697,127.095934487452
킨텍스,메가박스,영업,경기,경기도,고양시,경기도 고양시 일산서구 대화동 2602 레이킨스 몰 3층,"경기도 고양시 일산서구 호수로 817 (대화동,레이킨스 몰 3층)",178006.0803,462865.8125,37.6679852145335,126.751647571454
파주금촌,메가박스,영업,경기,경기도,파주시,경기도 파주시 금촌동 329-158번지,"경기도 파주시 중앙로 328, 엠에이치타원 4층 (금촌동)",180081.4098,473626.4208,37.7648793577996,126.774526348385
파주운정,메가박스,영업,경기,경기도,파주시,경기도 파주시 야당동 483-3번지 에스비프라자 4층,"경기도 파주시 경의로 989, 4층 (야당동, 에스비프라자)",178654.7602,467065.3742,37.7057295204682,126.758728101828
평택비전,메가박스,영업,경기,경기도,평택시,경기도 평택시 비전동 830,경기도 평택시 경기대로 279 (비전동),209932.5817,388254.4237,36.9955560188809,127.112504408083
하남스타필드,메가박스,영업,경기,경기도,하남시,경기도 하남시 신장동 616,"경기도 하남시 미사대로 750 (신장동, 스타필드하남)",219699.0105,449270.3712,37.5454041231797,127.223940331575
검단,메가박스,영업,인천,인천광역시,서구,인천광역시 서구 당하동 1098-5 홀리랜드,"인천광역시 서구 서곶로 788, 홀리랜드 4층 (당하동)",171261.4184,454010.5166,37.5881209362767,126.675351701003
송도(트리플스트리트),메가박스,영업,인천,인천광역시,연수구,인천광역시 연수구 송도동 176-5 송도트리플스트리트,"인천광역시 연수구 송도과학로16번길 33-4 (송도동, 송도트리플스트리트)",170067.9288,430784.6238,37.3786608661181,126.662841516858
영종,메가박스,영업,인천,인천광역시,중구,인천광역시 중구 운서동 3088-3 영종예스타워복합상영관,"인천광역시 중구 영종대로 184, 영종예스타워복합상영관 (운서동)",161135.7392881597,443147.13846551697,37.4922653048347,126.498778533214
영종하늘도시,메가박스,영업,인천,인천광역시,중구,인천 중구 중산동 1883-12,인천광역시 중구 하늘중앙로195번길 15,161135.7392881597,443147.13846551697,37.4897039449091,126.561339659232
인천논현,메가박스,영업,인천,인천광역시,남동구,인천광역시 남동구 논현동 747-1번지 6층,"인천광역시 남동구 논고개로 61, 6층 (논현동, 라피에스타)",175793.4067,432847.4975,37.3975373516636,126.727520375664
연천학익(시티오씨엘),메가박스,영업,인천,인천광역시,미추홀구,인천광역시 미추홀구 학익동 0 시티오씨엘 3단지,"인천광역시 미추홀구 학익로80번길 11, B1~B2호 (학익동, 시티오씨엘 3단지)",168907.3,438101.5,37.4402247196098,126.646394429792
청라지젤,메가박스,휴관,인천,인천광역시,서구,인천광역시 서구 청라동 165-12 지젤엠청라,"인천 서구 청라에메랄드로 99, 지젤M청라 4층 메가박스 청라지젤점",0.0,0.0,37.5336049319905,126.65573076274
공주,메가박스,영업,대전/충청/세종,충청남도,공주시,충청남도 공주시 신관동 248-3,충청남도 공주시 흑수골길 12 (신관동),212364.4999,330291.5739,36.4735547263768,127.138880162851
논산,메가박스,영업,대전/충청/세종,충청남도,논산시,충청남도 논산시 내동 382-32,"충청남도 논산시 중앙로 255, 메가타운 3, 4층 (내동)",208835.4204,298813.8932,36.1898964516464,127.099013369074
대전,메가박스,영업,대전/충청/세종,대전광역시,서구,대전광역시 서구 탄방동 746 로데오타운 5층,"대전광역시 서구 문정로 77, 5층 (탄방동, 로데오 타운)",235682.7503233652,324850.0976993204,36.3473270477187,127.38797598172
대전신세계아트앤사이언스,메가박스,영업,대전/충청/세종,대전광역시,서구,대전 유성구 도룡동 648,"대전광역시 유성구 엑스포로1, (도룡동) 대전신세계아트앤사이언스 6층",234324.0,319766.0,36.3751817693989,127.381765372066
대전유성,메가박스,영업,대전/충청/세종,대전광역시,유성구,대전광역시 유성구 봉명동 1016-7,"대전광역시 유성구 계룡로132번길 10, 6층 (봉명동, 도안센트럴프라자)",230861.7695,316893.9682,36.3522404116308,127.344558053004
대전중앙로,메가박스,영업,대전/충청/세종,대전광역시,중구,대전광역시 중구 대흥동 205-1,"대전광역시 중구 중앙로 126, 4~9층 (대흥동)",238010.3151,314178.0578,,
대전현대아울렛,메가박스,영업,대전/충청/세종,대전광역시,유성구,대전광역시 유성구 용산동 579 현대프리미엄아울렛 대전점,"대전광역시 유성구 테크노중앙로 123, 현대프리미엄아울렛 대전점 3~4층 (용산동)",235682.7182,324850.0178,36.4234369155218,127.398516767788
세종(조치원),메가박스,영업,대전/충청/세종,세종특별시,조치원읍,세종특별자치시 조치원읍 교리 24-1 4층~6층,세종특별자치시 조치원읍 새내로 122 (4층~6층),226602.7941,344698.3587,36.6028743563271,127.298151972344
세종나성,메가박스,영업,대전/충청/세종,세종특별시,연기군,세종특별자치시 나성동 821 세종가로수길 5층,"세종특별자치시 나성로 38, 세종가로수길 5층 (나성동)",223564.3404,331420.8272,36.4834747865021,127.263765538178
세종청사,메가박스,영업,대전/충청/세종,세종특별시,어진동,세종특별자치시 어진동 510 엠브릿지,"세종특별자치시 도움3로 19, 엠브릿지 지하 1~2층 (어진동)",223552.66832137448,331423.4930887575,36.502894990751,127.25807415615
오창,메가박스,영업,대전/충청/세종,충청북도,청주시,충청북도 청주시 청원구 오창읍 양청리 820-1,"충청북도 청주시 청원구 오창읍 중심상업1로 8-9, 메가시티 3~4층",238220.1861,356859.2669,36.7122600956898,127.428608181722
진천,메가박스,영업,대전/충청/세종,충청북도,진천군,충청북도 진천군 진천읍 읍내리 652번지,충청북도 진천군 진천읍 중앙북1길 3 진천터미널,242311.49243166656,375115.462159669,36.8596280694995,127.43841579328
천안,메가박스,영업,대전/충청/세종,충청남도,천안시,충청남도 천안시 서북구 두정동 68-1 센트하임 4층,"충청남도 천안시 서북구 1공단1길 52, 4층 (두정동, 센트하임프라자)",213125.19850094765,370113.938289258,36.8324040150032,127.147973897088
청주사창,메가박스,영업,대전/충청/세종,충청북도,청주시,충청북도 청주시 서원구 사창동 488 4층,"충청북도 청주시 서원구 1순환로 682, 4층 (사창동)",241110.6778,348029.6701,36.6326418883389,127.460474149156
청주성안길,메가박스,영업,대전/충청/세종,충청북도,청주시,충청북도 청주시 상당구 북문로1가 170-1 쥬네쓰,"충청북도 청주시 상당구 상당로81번길 33 (북문로1가, 쥬네쓰)",243582.088,348339.2185,36.6352628333999,127.488131325156
청주터미널,메가박스,영업,대전/충청/세종,충청북도,청주시,충청북도 청주시 흥덕구 가경동 1416 6~7층 청주센트럴시티(터미널복합),"충청북도 청주시 흥덕구 2순환로 1225, 청주센트럴시티(터미널복합) 6~7층 (가경동)",238449.4334,347396.6985,36.6269631809148,127.430731962744
충주연수,메가박스,영업,대전/충청/세종,충청북도,충주시,충청북도 충주시 연수동 1325,충청북도 충주시 번영대로 211 (연수동),283717.053,387731.9209,36.9875058495892,127.941136968332
홍성내포,메가박스,영업,대전/충청/세종,충청남도,홍성군,충청남도 홍성군 홍북읍 신경리 555번지,충청남도 홍성군 홍북읍 청사로174번길 2 (한승갤러리),175536.6376655732,348808.9610326554,36.6593870125874,126.678987066939
경북도청,메가박스,영업,부산/대구/경상,경상북도,예천군,경상북도 예천군 호명면 산합리 1430 경북빌딩,"경상북도 예천군 호명면 새움3로 70, 경북빌딩 3층",333556.873,342623.9014,36.5752543068523,128.492999148115
경산하양,메가박스,영업,부산/대구/경상,경상북도,경산시,경상북도 경산시 하양읍 금락리 607번지 2층,"경상북도 경산시 하양읍 대경로 765, 2층",364510.4316,269692.9448,35.913656150285,128.823286374739
구미강동,메가박스,영업,부산/대구/경상,경상북도,구미시,경상북도 구미시 진평동 1023-1,경상북도 구미시 인동가산로 14 (진평동),327591.8409,290553.6791,36.1071231883503,128.418001397805
김천,메가박스,영업,부산/대구/경상,경상북도,김천시,경상북도 김천시 평화동 245-82번지,경상북도 김천시 김천로 74 (평화동),299922.1736,292204.4264,36.1253160397291,128.110789130716
남포항,메가박스,영업,부산/대구/경상,경상북도,포항시,"경상북도 포항시 남구 오천읍 하원로47번길9, (원리) 1층",경북 포항시 남구 오천읍 원리 1134,415103.736374501,274146.49312335416,35.9744866973202,129.4034342872
대구세븐밸리(칠곡),메가박스,영업,부산/대구/경상,대구광역시,북구,대구광역시 북구 동천동 894-1 세븐밸리,"대구광역시 북구 동암로 90, 세븐밸리 6층 (동천동)",340718.2536,272659.9751,35.9441378696779,128.560322604966
대구신세계(동대구),메가박스,영업,부산/대구/경상,대구광역시,북구,대구광역시 동구 신천동 1506,"대구광역시 동구 동부로 149 (신천동, 동대구역복합환승센터)",347037.242,265407.4043,35.8779406718693,128.629190024219
대구이시아,메가박스,영업,부산/대구/경상,대구광역시,동구,대구광역시 동구 봉무동 1548,대구광역시 동구 팔공로49길 51 (봉무동),347543.7468,270181.3331,35.9206686509188,128.635909630552
대구프리미엄만경관,메가박스,영업,부산/대구/경상,대구광역시,중구,대구광역시 중구 종로1가 29-4,대구광역시 중구 국채보상로 547 (종로1가),343571.9657,264582.7763,35.8709538982296,128.590416330125
덕천,메가박스,영업,부산/대구/경상,부산광역시,북구,부산광역시 북구 덕천동 398-2,부산광역시 북구 만덕대로 23 (덕천동),382731.2102,192059.7456,35.2111074893963,129.007592963592
마산(경남대),메가박스,영업,부산/대구/경상,경상남도,창원시,경상남도 창원시 마산합포구 해운동 68 유로스퀘어,"경상남도 창원시 마산합포구 해안대로 51, 유로스퀘어 6층 (해운동)",342378.5799,188083.1591,35.1818540526883,128.563815396327
부산극장,메가박스,영업,부산/대구/경상,부산광역시,중구,부산광역시 중구 남포동5가 18-1,부산광역시 중구 비프광장로 36 (남포동5가),384919.4108,179609.2078,35.0986189312814,129.028757181872
부산대,메가박스,영업,부산/대구/경상,부산광역시,금정구,부산광역시 금정구 장전동 292-4 라퓨타아일랜드,"부산광역시 금정구 장전로12번길 55 (장전동, 라퓨타아일랜드)",390026.7695,194312.7237,35.2301056519301,129.088114870768
북대구(칠곡),메가박스,영업,부산/대구/경상,대구광역시,북구,대구광역시 북구 동천동 895-2,대구광역시 북구 동암로 100,340843.6291,272656.8378,35.944081004618,128.561722230165
사상,메가박스,영업,부산/대구/경상,부산광역시,사상구,부산광역시 사상구 괘법동 533-1,부산광역시 사상구 사상로 201 (괘법동),380509.7831,186704.0673,35.1631461622437,128.98098582427
삼천포,메가박스,영업,부산/대구/경상,경상남도,사천시,경상남도 사천시 실안동 1062번지,경상남도 사천시 해안관광로 109-10 (실안동),294701.35,161674.8073,34.949269341485,128.037799740186
서면대한,메가박스,영업,부산/대구/경상,부산광역시,부산진구,부산광역시 부산진구 부전동 199,"부산광역시 부산진구 중앙대로692번길 16(부전동), 대한프라자 3층",387652.3348894494,185837.73358835976,35.1542165338519,129.060122589084
양산,메가박스,영업,부산/대구/경상,경상남도,양산시,경상남도 양산시 물금읍 가촌리 1292 라피에스타,"경상남도 양산시 물금읍 증산역로 177, 라피에스타 6,7층",384208.6461833356,206200.1889314557,35.3098759435218,129.009381113145
양산증산,메가박스,영업,부산/대구/경상,경상남도,양산시,경상남도 양산시 물금읍 가촌리 1292 라피에스타,"경상남도 양산시 물금읍 증산역로 177, 라피에스타 6,7층",382680.0115,203015.6519,35.3098759435218,129.009381113145
울산,메가박스,영업,부산/대구/경상,울산광역시,중구,울산광역시 중구 성남동 251-8,울산광역시 중구 젊음의거리 73 (성남동),410395.7665,230768.5378,35.554407757802,129.321071373921
정관,메가박스,휴관,부산/대구/경상,부산광역시,기장군,부산광역시 기장군 정관읍 매학리 777-1번지,"부산광역시 기장군 정관읍 정관6로 39, 7층",398025.7114,204401.6914,35.3194361519073,129.178355259877
진주(중안),메가박스,영업,부산/대구/경상,경상남도,진주시,"경상남도 진주시 중안동 12-13 씨네피아9관(8,9층)",경상남도 진주시 진양호로 521 (중안동),298526.704,188715.2839,35.1928594845114,128.082644070264
창원,메가박스,영업,부산/대구/경상,경상남도,창원시,경상남도 창원시 성산구 중앙동 99-1 메가플렉스,경상남도 창원시 성산구 용지로 58 (중앙동),352494.9464,192629.5837,35.2213560575568,128.675713126268
창원내서,메가박스,영업,부산/대구/경상,경상남도,창원시,경상남도 창원시 마산회원구 내서읍 중리 1043-1,"경상남도 창원시 마산회원구 내서읍 광려천서로 81, ISC 10-11층 10층",337420.75,195460.1868,35.2490199676175,128.510665656006
포항,메가박스,영업,부산/대구/경상,경상북도,포항시,경상북도 포항시 남구 상도동 582 밸류플러스 7층,경상북도 포항시 남구 중흥로 77 (상도동),415103.736374501,274146.49312335416,36.0127607484969,129.348912778419
해운대(장산),메가박스,영업,부산/대구/경상,부산광역시,해운대구,부산광역시 해운대구 좌동 1467-4 지팝건축물,"부산광역시 해운대구 해운대로 813, 지팝건축물 8층 (좌동)",398269.0515,187874.7781,35.1706091827148,129.177076183632
화명,메가박스,영업,부산/대구/경상,부산광역시,북구,부산광역시 북구 화명동 2275-1,부산광역시 북구 화명대로 16 (화명동),382882.2789,194681.151,35.2347678529115,129.009777823361
광주상무,메가박스,영업,광주/전라,광주광역시,서구 ,광주광역시 서구 치평동 1218-1,광주광역시 서구 시청로 67 (치평동),186659.0250531308,183904.37219380995,35.1541873908598,126.85101677228
광주하남,메가박스,영업,광주/전라,광주광역시,광산구,광주광역시 광산구 우산동 1587-1번지,광주광역시 광산구 풍영철길로 15 (우산동),182753.5594,184879.9299,35.162942407489,126.811961205176
목포하당(포르모),메가박스,영업,광주/전라,전라남도,목포시,전라남도 목포시 상동 860-1번지 극장동 3층,전라남도 목포시 옥암로 95 (상동),147387.7006,145561.0818,34.8073352920005,126.425441791834
순천,메가박스,영업,광주/전라,전라남도,순천시,전라남도 순천시 덕암동 151 701호,전라남도 순천시 충효로 15 (덕암동),246595.8194,160387.2854,34.9412469710257,127.510856293357
여수웅천,메가박스,영업,광주/전라,전라남도,여수시,전라남도 여수시 웅천동 1720-1,전라남도 여수시 신월로 96 (웅천동),262093.4908,139162.6764,34.7491231911347,127.678933476044
전대(광주),메가박스,영업,광주/전라,광주광역시,북구,"광주광역시 북구 중흥동 362-2,",광주광역시 북구 우치로 60 (중흥동),191950.6543,185940.6389,35.1726364128528,126.91255590973
전주객사,메가박스,영업,광주/전라,전라북도,전주시,전북특별자치도 전주시 완산구 고사동 181,전북특별자치도 전주시 완산구 전주객사4길 74-12,212915.8216,257873.5197,35.8208446785531,127.143748159611
전주혁신,메가박스,영업,광주/전라,전라북도,전주시,전북특별자치도 전주시 덕진구 장동 1111 전북혁신도시 더 M city 센텀,"전북특별자치도 전주시 덕진구 기지로 77, 303동 2층 (장동, 전북혁신도시 더 M city 센텀)",205360.6428,259875.9531,35.8388252540802,127.059182062214
첨단,메가박스,영업,광주/전라,광주광역시,광산구,광주광역시 광산구 쌍암동 688-4 폭스존,"광주광역시 광산구 앰코로 35, 폭스존 (쌍암동)",186484.1039,191340.9596,35.2215326011543,126.85239146838
남춘천,메가박스,영업,강원,강원도,춘천시,강원특별자치도 춘천시 온의동 587-8 587-9(2필지),강원특별자치도 춘천시 춘천로17번길 17 (온의동),263286.9396,485123.9106,37.8665963452691,127.720054731926
속초,메가박스,영업,강원,강원도,속초시,강원특별자치도 속초시 조양동 1506-1,강원특별자치도 속초시 조양로142번길 20 (조양동),338872.9337,521870.2622,38.1891554107995,128.585819131191
원주혁신,메가박스,영업,강원,강원도,원주시,강원특별자치도 원주시 반곡동 1903-2,"강원특별자치도 원주시 양지로 80, 7층 608호 (반곡동, 센트럴파크)",287336.986,425561.6915,37.327963454832,127.986200878625
춘천석사,메가박스,영업,강원,강원도,춘천시 ,강원특별자치도 춘천시 석사동 980,"강원특별자치도 춘천시 후석로 120, 춘천NH타운_ENTA 2층 (석사동)",265760.7509,484782.143,37.8633518904834,127.74834628981
제주삼화,메가박스,영업,제주,제주도,제주시,제주특별자치도 제주시 삼양이동 1477-8,제주특별자치도 제주시 삼봉로 11 (삼양이동),161670.0321,2752.67814,33.5204899086191,126.588155279163
제주서귀포,메가박스,영업,제주,제주도,제주시,제주특별자치도 서귀포시 동홍동 1372-1,메가박스제주 서귀포점 3관,159185.6313,-25953.3646,,
제주아라,메가박스,영업,제주,제주도,제주시,제주특별자치도 제주시 아라일동 2574 메가타워,"제주특별자치도 제주시 구산로 4 (아라일동, 메가타워)",156787.8258,-1295.616285,33.4838259300914,126.535907714917
